amfi_code,date,nav
118456,2022-07-18,131.2109
118456,2022-07-19,133.1525
118456,2022-07-20,132.0123
118456,2022-07-21,133.1832
118456,2022-07-22,132.1714
118456,2022-07-25,133.0942
118456,2022-07-26,131.5269
118456,2022-07-27,131.5415
118456,2022-07-28,133.681
118456,2022-07-29,133.919
118456,2022-08-01,135.8738
118456,2022-08-02,135.8853
118456,2022-08-03,135.1161
118456,2022-08-04,135.449
118456,2022-08-05,136.5083
118456,2022-08-08,133.4414
118456,2022-08-09,134.3311
118456,2022-08-10,132.8699
118456,2022-08-11,131.0281
118456,2022-08-12,131.9274
118456,2022-08-15,134.0992
118456,2022-08-16,134.5011
118456,2022-08-17,132.3672
118456,2022-08-18,131.355
118456,2022-08-19,130.7483
118456,2022-08-22,131.1082
118456,2022-08-23,131.0476
118456,2022-08-24,131.8788
118456,2022-08-25,133.5141
118456,2022-08-26,134.1198
118456,2022-08-29,135.6189
118456,2022-08-30,135.2342
118456,2022-08-31,140.6369
118456,2022-09-01,141.6267
118456,2022-09-02,142.8459
118456,2022-09-05,145.916
118456,2022-09-06,146.1288
118456,2022-09-07,145.0553
118456,2022-09-08,147.3874
118456,2022-09-09,149.8608
118456,2022-09-12,150.1968
118456,2022-09-13,153.4283
118456,2022-09-14,153.3364
118456,2022-09-15,155.1131
118456,2022-09-16,157.9961
118456,2022-09-19,158.2458
118456,2022-09-20,159.1765
118456,2022-09-21,161.2
118456,2022-09-22,160.5561
118456,2022-09-23,159.0517
118456,2022-09-26,161.6595
118456,2022-09-27,162.3193
118456,2022-09-28,161.3994
118456,2022-09-29,161.6462
118456,2022-09-30,162.6973
118456,2022-10-03,159.6986
118456,2022-10-04,161.1345
118456,2022-10-05,161.9888
118456,2022-10-06,165.2709
118456,2022-10-07,164.9027
118456,2022-10-10,167.6937
118456,2022-10-11,167.6709
118456,2022-10-12,168.018
118456,2022-10-13,168.6517
118456,2022-10-14,172.9555
118456,2022-10-17,170.4522
118456,2022-10-18,171.533
118456,2022-10-19,171.6886
118456,2022-10-20,171.6984
118456,2022-10-21,172.9683
118456,2022-10-24,175.3332
118456,2022-10-25,176.5219
118456,2022-10-26,179.2089
118456,2022-10-27,178.7409
118456,2022-10-28,178.7083
118456,2022-10-31,176.6334
118456,2022-11-01,180.907
118456,2022-11-02,180.5741
118456,2022-11-03,180.0023
118456,2022-11-04,181.3847
118456,2022-11-07,183.8669
118456,2022-11-08,182.4134
118456,2022-11-09,185.084
118456,2022-11-10,184.4844
118456,2022-11-11,187.7253
118456,2022-11-14,186.5819
118456,2022-11-15,188.3032
118456,2022-11-16,188.475
118456,2022-11-17,186.0029
118456,2022-11-18,182.9168
118456,2022-11-21,181.3592
118456,2022-11-22,183.5919
118456,2022-11-23,179.3843
118456,2022-11-24,180.1749
118456,2022-11-25,180.7808
118456,2022-11-28,177.2036
118456,2022-11-29,175.5799
118456,2022-11-30,173.9672
118456,2022-12-01,174.1467
118456,2022-12-02,177.2807
118456,2022-12-05,179.6384
118456,2022-12-06,178.9336
118456,2022-12-07,177.2242
118456,2022-12-08,173.981
118456,2022-12-09,173.2601
118456,2022-12-12,171.4607
118456,2022-12-13,171.4549
118456,2022-12-14,171.5271
118456,2022-12-15,170.6168
118456,2022-12-16,169.7542
118456,2022-12-19,168.4088
118456,2022-12-20,167.4405
118456,2022-12-21,170.3926
118456,2022-12-22,171.5196
118456,2022-12-23,172.6818
118456,2022-12-26,174.8478
118456,2022-12-27,176.8555
118456,2022-12-28,179.9499
118456,2022-12-29,181.2925
118456,2022-12-30,181.8114
118456,2023-01-02,180.5952
118456,2023-01-03,178.8814
118456,2023-01-04,180.8467
118456,2023-01-05,180.6781
118456,2023-01-06,177.8019
118456,2023-01-09,173.4073
118456,2023-01-10,177.9457
118456,2023-01-11,175.9115
118456,2023-01-12,174.5333
118456,2023-01-13,177.1752
118456,2023-01-16,174.6765
118456,2023-01-17,175.8603
118456,2023-01-18,179.7756
118456,2023-01-19,184.4077
118456,2023-01-20,183.4913
118456,2023-01-23,183.5382
118456,2023-01-24,182.7386
118456,2023-01-25,182.7723
118456,2023-01-26,185.6928
118456,2023-01-27,182.649
118456,2023-01-30,184.1423
118456,2023-01-31,183.7839
118456,2023-02-01,186.8755
118456,2023-02-02,189.9001
118456,2023-02-03,189.0483
118456,2023-02-06,188.8726
118456,2023-02-07,190.9716
118456,2023-02-08,193.3014
118456,2023-02-09,187.6435
118456,2023-02-10,189.7216
118456,2023-02-13,193.546
118456,2023-02-14,194.217
118456,2023-02-15,196.5092
118456,2023-02-16,199.6033
118456,2023-02-17,200.2139
118456,2023-02-20,202.2502
118456,2023-02-21,202.3619
118456,2023-02-22,202.3162
118456,2023-02-23,200.791
118456,2023-02-24,201.2882
118456,2023-02-27,205.9263
118456,2023-02-28,203.7785
118456,2023-03-01,205.5723
118456,2023-03-02,206.6519
118456,2023-03-03,210.5985
118456,2023-03-06,215.0958
118456,2023-03-07,213.0112
118456,2023-03-08,211.8416
118456,2023-03-09,210.8174
118456,2023-03-10,209.8876
118456,2023-03-13,209.1779
118456,2023-03-14,210.3419
118456,2023-03-15,208.4874
118456,2023-03-16,207.001
118456,2023-03-17,205.3269
118456,2023-03-20,206.8282
118456,2023-03-21,206.9595
118456,2023-03-22,206.65
118456,2023-03-23,204.8516
118456,2023-03-24,201.1952
118456,2023-03-27,205.416
118456,2023-03-28,204.9919
118456,2023-03-29,211.9464
118456,2023-03-30,214.2086
118456,2023-03-31,219.2106
118456,2023-04-03,222.1309
118456,2023-04-04,222.8644
118456,2023-04-05,221.5781
118456,2023-04-06,219.2909
118456,2023-04-07,222.5443
118456,2023-04-10,223.5636
118456,2023-04-11,225.5305
118456,2023-04-12,228.051
118456,2023-04-13,229.3444
118456,2023-04-14,228.3669
118456,2023-04-17,231.4618
118456,2023-04-18,231.2354
118456,2023-04-19,231.8104
118456,2023-04-20,234.1305
118456,2023-04-21,234.2926
118456,2023-04-24,229.5097
118456,2023-04-25,232.697
118456,2023-04-26,236.527
118456,2023-04-27,231.6608
118456,2023-04-28,229.0848
118456,2023-05-01,234.9692
118456,2023-05-02,235.9525
118456,2023-05-03,236.2928
118456,2023-05-04,235.4146
118456,2023-05-05,232.8325
118456,2023-05-08,232.6153
118456,2023-05-09,235.6609
118456,2023-05-10,235.9465
118456,2023-05-11,238.0048
118456,2023-05-12,243.3809
118456,2023-05-15,242.0263
118456,2023-05-16,243.2448
118456,2023-05-17,246.5171
118456,2023-05-18,244.1025
118456,2023-05-19,244.9658
118456,2023-05-22,250.8126
118456,2023-05-23,250.1397
118456,2023-05-24,253.6967
118456,2023-05-25,253.6222
118456,2023-05-26,259.4543
118456,2023-05-29,254.6945
118456,2023-05-30,255.2496
118456,2023-05-31,251.0772
118456,2023-06-01,249.317
118456,2023-06-02,247.5514
118456,2023-06-05,247.1049
118456,2023-06-06,243.9273
118456,2023-06-07,244.0588
118456,2023-06-08,245.749
118456,2023-06-09,241.5755
118456,2023-06-12,240.0731
118456,2023-06-13,247.7295
118456,2023-06-14,249.0551
118456,2023-06-15,243.9711
118456,2023-06-16,240.2126
118456,2023-06-19,241.2001
118456,2023-06-20,241.8291
118456,2023-06-21,240.463
118456,2023-06-22,247.1286
118456,2023-06-23,255.2405
118456,2023-06-26,254.788
118456,2023-06-27,257.8138
118456,2023-06-28,261.0308
118456,2023-06-29,264.7036
118456,2023-06-30,263.041
118456,2023-07-03,269.5311
118456,2023-07-04,269.6866
118456,2023-07-05,271.4298
118456,2023-07-06,271.8165
118456,2023-07-07,271.7414
118456,2023-07-10,273.0297
118456,2023-07-11,269.5265
118456,2023-07-12,263.5285
118456,2023-07-13,263.2227
118456,2023-07-14,260.8102
118456,2023-07-17,262.8889
118456,2023-07-18,264.6254
118456,2023-07-19,265.0387
118456,2023-07-20,270.1218
118456,2023-07-21,270.4798
118456,2023-07-24,266.1257
118456,2023-07-25,265.784
118456,2023-07-26,269.8908
118456,2023-07-27,264.1662
118456,2023-07-28,264.2379
118456,2023-07-31,266.4325
118456,2023-08-01,275.2853
118456,2023-08-02,279.6621
118456,2023-08-03,280.4986
118456,2023-08-04,282.6442
118456,2023-08-07,276.6034
118456,2023-08-08,273.5064
118456,2023-08-09,276.0258
118456,2023-08-10,276.9461
118456,2023-08-11,278.2934
118456,2023-08-14,278.7969
118456,2023-08-15,279.1702
118456,2023-08-16,279.9059
118456,2023-08-17,276.7506
118456,2023-08-18,276.3778
118456,2023-08-21,272.6386
118456,2023-08-22,270.9932
118456,2023-08-23,275.2616
118456,2023-08-24,275.0499
118456,2023-08-25,277.4016
118456,2023-08-28,278.1738
118456,2023-08-29,277.2784
118456,2023-08-30,274.3107
118456,2023-08-31,273.3779
118456,2023-09-01,274.0882
118456,2023-09-04,276.106
118456,2023-09-05,276.6218
118456,2023-09-06,278.8883
118456,2023-09-07,273.9124
118456,2023-09-08,276.8706
118456,2023-09-11,273.2328
118456,2023-09-12,276.5668
118456,2023-09-13,278.3448
118456,2023-09-14,272.2095
118456,2023-09-15,274.7257
118456,2023-09-18,278.1161
118456,2023-09-19,282.4254
118456,2023-09-20,279.9335
118456,2023-09-21,280.6481
118456,2023-09-22,283.0991
118456,2023-09-25,285.7138
118456,2023-09-26,287.2322
118456,2023-09-27,285.8765
118456,2023-09-28,289.3801
118456,2023-09-29,292.9469
118456,2023-10-02,292.5217
118456,2023-10-03,289.8883
118456,2023-10-04,287.4721
118456,2023-10-05,292.2952
118456,2023-10-06,295.7467
118456,2023-10-09,295.7939
118456,2023-10-10,295.2052
118456,2023-10-11,289.0596
118456,2023-10-12,288.8824
118456,2023-10-13,284.8689
118456,2023-10-16,285.5264
118456,2023-10-17,289.7016
118456,2023-10-18,286.409
118456,2023-10-19,287.3436
118456,2023-10-20,290.899
118456,2023-10-23,291.7844
118456,2023-10-24,290.0664
118456,2023-10-25,290.2186
118456,2023-10-26,293.6684
118456,2023-10-27,294.7112
118456,2023-10-30,294.8172
118456,2023-10-31,299.0253
118456,2023-11-01,300.9926
118456,2023-11-02,296.7682
118456,2023-11-03,299.1355
118456,2023-11-06,302.6637
118456,2023-11-07,298.2909
118456,2023-11-08,290.2893
118456,2023-11-09,286.7759
118456,2023-11-10,286.5378
118456,2023-11-13,290.1246
118456,2023-11-14,287.1388
118456,2023-11-15,289.1664
118456,2023-11-16,279.2455
118456,2023-11-17,279.9614
118456,2023-11-20,278.7069
118456,2023-11-21,285.8371
118456,2023-11-22,279.4615
118456,2023-11-23,279.5247
118456,2023-11-24,273.2693
118456,2023-11-27,271.576
118456,2023-11-28,266.1407
118456,2023-11-29,273.5952
118456,2023-11-30,272.5373
118456,2023-12-01,271.9561
118456,2023-12-04,271.9255
118456,2023-12-05,268.3395
118456,2023-12-06,271.8448
118456,2023-12-07,274.0419
118456,2023-12-08,277.1702
118456,2023-12-11,273.23
118456,2023-12-12,277.0618
118456,2023-12-13,280.5633
118456,2023-12-14,279.8931
118456,2023-12-15,283.0112
118456,2023-12-18,284.0504
118456,2023-12-19,278.7307
118456,2023-12-20,278.2308
118456,2023-12-21,276.7344
118456,2023-12-22,277.1288
118456,2023-12-25,280.6354
118456,2023-12-26,275.2203
118456,2023-12-27,273.8654
118456,2023-12-28,271.274
118456,2023-12-29,268.847
118456,2024-01-01,266.2991
118456,2024-01-02,266.6234
118456,2024-01-03,268.404
118456,2024-01-04,269.6333
118456,2024-01-05,270.3419
118456,2024-01-08,272.467
118456,2024-01-09,280.3587
118456,2024-01-10,280.928
118456,2024-01-11,284.4828
118456,2024-01-12,287.8881
118456,2024-01-15,294.1449
118456,2024-01-16,296.2411
118456,2024-01-17,293.3581
118456,2024-01-18,294.5487
118456,2024-01-19,295.5542
118456,2024-01-22,298.5636
118456,2024-01-23,295.5539
118456,2024-01-24,300.1633
118456,2024-01-25,300.3022
118456,2024-01-26,303.4471
118456,2024-01-29,304.6962
118456,2024-01-30,305.2663
118456,2024-01-31,306.245
118456,2024-02-01,308.8371
118456,2024-02-02,316.2195
118456,2024-02-05,308.6907
118456,2024-02-06,310.8146
118456,2024-02-07,311.1029
118456,2024-02-08,310.5661
118456,2024-02-09,301.8829
118456,2024-02-12,304.1055
118456,2024-02-13,303.7711
118456,2024-02-14,300.8509
118456,2024-02-15,301.1246
118456,2024-02-16,300.1871
118456,2024-02-19,294.0306
118456,2024-02-20,294.4594
118456,2024-02-21,296.6269
118456,2024-02-22,294.7905
118456,2024-02-23,295.8342
118456,2024-02-26,296.3364
118456,2024-02-27,300.1727
118456,2024-02-28,299.9193
118456,2024-02-29,302.9224
118456,2024-03-01,301.6622
118456,2024-03-04,308.6631
118456,2024-03-05,306.9216
118456,2024-03-06,304.2759
118456,2024-03-07,303.7873
118456,2024-03-08,301.0118
118456,2024-03-11,296.3811
118456,2024-03-12,298.8503
118456,2024-03-13,287.7475
118456,2024-03-14,285.1548
118456,2024-03-15,280.4494
118456,2024-03-18,280.8156
118456,2024-03-19,273.3265
118456,2024-03-20,275.014
118456,2024-03-21,277.0692
118456,2024-03-22,271.5302
118456,2024-03-25,272.0427
118456,2024-03-26,273.6185
118456,2024-03-27,276.5965
118456,2024-03-28,271.6102
118456,2024-03-29,266.2554
118456,2024-04-01,270.95
118456,2024-04-02,268.1693
118456,2024-04-03,266.3648
118456,2024-04-04,268.2819
118456,2024-04-05,264.4105
118456,2024-04-08,263.4612
118456,2024-04-09,266.1751
118456,2024-04-10,261.5295
118456,2024-04-11,259.8557
118456,2024-04-12,256.2383
118456,2024-04-15,253.7561
118456,2024-04-16,257.2649
118456,2024-04-17,261.4997
118456,2024-04-18,262.2042
118456,2024-04-19,263.7739
118456,2024-04-22,265.2664
118456,2024-04-23,263.0201
118456,2024-04-24,263.6666
118456,2024-04-25,259.4627
118456,2024-04-26,256.3744
118456,2024-04-29,256.0048
118456,2024-04-30,252.643
118456,2024-05-01,248.8856
118456,2024-05-02,246.8589
118456,2024-05-03,250.3535
118456,2024-05-06,255.1316
118456,2024-05-07,255.134
118456,2024-05-08,257.0185
118456,2024-05-09,255.3834
118456,2024-05-10,249.1552
118456,2024-05-13,246.5833
118456,2024-05-14,245.7696
118456,2024-05-15,246.2836
118456,2024-05-16,246.0837
118456,2024-05-17,245.3504
118456,2024-05-20,243.7567
118456,2024-05-21,244.8601
118456,2024-05-22,240.9505
118456,2024-05-23,243.3659
118456,2024-05-24,241.7509
118456,2024-05-27,247.8443
118456,2024-05-28,247.0056
118456,2024-05-29,245.6812
118456,2024-05-30,244.1205
118456,2024-05-31,242.8407
118456,2024-06-03,244.7074
118456,2024-06-04,244.6811
118456,2024-06-05,247.6773
118456,2024-06-06,249.1566
118456,2024-06-07,249.3505
118456,2024-06-10,250.5662
118456,2024-06-11,254.2636
118456,2024-06-12,256.3689
118456,2024-06-13,257.3346
118456,2024-06-14,258.743
118456,2024-06-17,255.2675
118456,2024-06-18,263.2472
118456,2024-06-19,265.0209
118456,2024-06-20,267.1238
118456,2024-06-21,267.1387
118456,2024-06-24,259.8803
118456,2024-06-25,259.1568
118456,2024-06-26,259.4966
118456,2024-06-27,257.0381
118456,2024-06-28,254.5761
118456,2024-07-01,253.6415
118456,2024-07-02,256.0913
118456,2024-07-03,260.0527
118456,2024-07-04,260.6903
118456,2024-07-05,259.0196
118456,2024-07-08,257.9969
118456,2024-07-09,258.4082
118456,2024-07-10,259.1877
118456,2024-07-11,260.6442
118456,2024-07-12,259.3742
118456,2024-07-15,261.1254
118456,2024-07-16,262.6407
118456,2024-07-17,261.5005
118456,2024-07-18,256.2093
118456,2024-07-19,253.5911
118456,2024-07-22,258.4629
118456,2024-07-23,253.3135
118456,2024-07-24,257.4198
118456,2024-07-25,252.1831
118456,2024-07-26,249.9443
118456,2024-07-29,248.9204
118456,2024-07-30,254.3438
118456,2024-07-31,254.5252
118456,2024-08-01,253.9734
118456,2024-08-02,251.2244
118456,2024-08-05,252.8984
118456,2024-08-06,251.4436
118456,2024-08-07,250.8532
118456,2024-08-08,249.8748
118456,2024-08-09,252.1332
118456,2024-08-12,254.539
118456,2024-08-13,251.9211
118456,2024-08-14,250.1257
118456,2024-08-15,248.047
118456,2024-08-16,248.692
118456,2024-08-19,251.4973
118456,2024-08-20,252.1914
118456,2024-08-21,245.6627
118456,2024-08-22,248.0007
118456,2024-08-23,244.0853
118456,2024-08-26,242.088
118456,2024-08-27,242.7613
118456,2024-08-28,242.614
118456,2024-08-29,245.2519
118456,2024-08-30,243.5525
118456,2024-09-02,240.8249
118456,2024-09-03,240.0206
118456,2024-09-04,242.9307
118456,2024-09-05,244.8635
118456,2024-09-06,245.2175
118456,2024-09-09,249.2174
118456,2024-09-10,252.7409
118456,2024-09-11,255.2333
118456,2024-09-12,251.7275
118456,2024-09-13,254.1942
118456,2024-09-16,253.6786
118456,2024-09-17,252.5778
118456,2024-09-18,250.61
118456,2024-09-19,250.1939
118456,2024-09-20,248.4152
118456,2024-09-23,249.0206
118456,2024-09-24,248.6035
118456,2024-09-25,249.3608
118456,2024-09-26,251.1161
118456,2024-09-27,250.3295
118456,2024-09-30,248.2149
118456,2024-10-01,242.1394
118456,2024-10-02,244.2818
118456,2024-10-03,244.4149
118456,2024-10-04,243.8005
118456,2024-10-07,247.1315
118456,2024-10-08,243.2114
118456,2024-10-09,243.2783
118456,2024-10-10,240.3666
118456,2024-10-11,242.1626
118456,2024-10-14,235.5967
118456,2024-10-15,237.7755
118456,2024-10-16,239.8565
118456,2024-10-17,237.1039
118456,2024-10-18,237.1978
118456,2024-10-21,234.5369
118456,2024-10-22,235.6465
118456,2024-10-23,237.8716
118456,2024-10-24,234.9078
118456,2024-10-25,231.1584
118456,2024-10-28,234.1074
118456,2024-10-29,239.4671
118456,2024-10-30,240.7921
118456,2024-10-31,242.3383
118456,2024-11-01,241.2758
118456,2024-11-04,241.7005
118456,2024-11-05,242.6211
118456,2024-11-06,241.9925
118456,2024-11-07,245.8155
118456,2024-11-08,246.2386
118456,2024-11-11,247.0431
118456,2024-11-12,246.4641
118456,2024-11-13,246.1871
118456,2024-11-14,249.689
118456,2024-11-15,250.0263
118456,2024-11-18,250.4342
118456,2024-11-19,250.8816
118456,2024-11-20,249.6838
118456,2024-11-21,245.3655
118456,2024-11-22,249.8976
118456,2024-11-25,253.0012
118456,2024-11-26,256.6921
118456,2024-11-27,253.2858
118456,2024-11-28,257.5762
118456,2024-11-29,263.5526
118456,2024-12-02,266.9624
118456,2024-12-03,272.3481
118456,2024-12-04,275.0645
118456,2024-12-05,272.3801
118456,2024-12-06,274.1483
118456,2024-12-09,270.9012
118456,2024-12-10,269.0676
118456,2024-12-11,270.1965
118456,2024-12-12,270.8947
118456,2024-12-13,272.5084
118456,2024-12-16,266.7571
118456,2024-12-17,266.3701
118456,2024-12-18,268.2314
118456,2024-12-19,270.7476
118456,2024-12-20,273.4998
118456,2024-12-23,274.4338
118456,2024-12-24,273.2948
118456,2024-12-25,275.0487
118456,2024-12-26,274.1695
118456,2024-12-27,277.2436
118456,2024-12-30,278.7761
118456,2024-12-31,278.6812
118456,2025-01-01,276.221
118456,2025-01-02,280.0422
118456,2025-01-03,282.0329
118456,2025-01-06,289.263
118456,2025-01-07,291.2052
118456,2025-01-08,293.4531
118456,2025-01-09,288.4106
118456,2025-01-10,289.6005
118456,2025-01-13,288.6164
118456,2025-01-14,291.5941
118456,2025-01-15,292.8818
118456,2025-01-16,296.4618
118456,2025-01-17,304.1672
118456,2025-01-20,301.3748
118456,2025-01-21,304.9191
118456,2025-01-22,307.5424
118456,2025-01-23,314.97
118456,2025-01-24,317.7621
118456,2025-01-27,320.1825
118456,2025-01-28,323.582
118456,2025-01-29,327.2887
118456,2025-01-30,333.1316
118456,2025-01-31,329.9893
118456,2025-02-03,328.5677
118456,2025-02-04,335.541
118456,2025-02-05,327.7885
118456,2025-02-06,327.5863
118456,2025-02-07,328.3053
118456,2025-02-10,327.7396
118456,2025-02-11,334.0884
118456,2025-02-12,336.1301
118456,2025-02-13,334.7023
118456,2025-02-14,332.2881
118456,2025-02-17,333.5448
118456,2025-02-18,338.345
118456,2025-02-19,339.0423
118456,2025-02-20,338.631
118456,2025-02-21,335.9411
118456,2025-02-24,337.5834
118456,2025-02-25,339.0089
118456,2025-02-26,336.1983
118456,2025-02-27,340.4738
118456,2025-02-28,347.5803
118456,2025-03-03,347.9237
118456,2025-03-04,349.3243
118456,2025-03-05,344.8323
118456,2025-03-06,348.0207
118456,2025-03-07,350.0984
118456,2025-03-10,348.8684
118456,2025-03-11,345.8954
118456,2025-03-12,353.7026
118456,2025-03-13,355.4687
118456,2025-03-14,351.6964
118456,2025-03-17,355.4478
118456,2025-03-18,356.5696
118456,2025-03-19,356.9642
118456,2025-03-20,361.2987
118456,2025-03-21,350.1153
118456,2025-03-24,342.6633
118456,2025-03-25,348.4717
118456,2025-03-26,348.072
118456,2025-03-27,346.4286
118456,2025-03-28,341.0059
118456,2025-03-31,341.9356
118456,2025-04-01,343.3741
118456,2025-04-02,349.4483
118456,2025-04-03,351.1499
118456,2025-04-04,350.0144
118456,2025-04-07,351.8583
118456,2025-04-08,356.6837
118456,2025-04-09,360.641
118456,2025-04-10,363.4746
118456,2025-04-11,364.8176
118456,2025-04-14,362.4186
118456,2025-04-15,358.0719
118456,2025-04-16,353.0975
118456,2025-04-17,354.9081
118456,2025-04-18,357.1722
118456,2025-04-21,362.0053
118456,2025-04-22,364.5903
118456,2025-04-23,369.3338
118456,2025-04-24,368.9029
118456,2025-04-25,372.4629
118456,2025-04-28,368.1358
118456,2025-04-29,368.0171
118456,2025-04-30,360.0761
118456,2025-05-01,360.3566
118456,2025-05-02,365.7971
118456,2025-05-05,366.2516
118456,2025-05-06,369.5705
118456,2025-05-07,370.9299
118456,2025-05-08,368.5392
118456,2025-05-09,367.8612
118456,2025-05-12,373.2158
118456,2025-05-13,376.5748
118456,2025-05-14,373.9346
118456,2025-05-15,367.8583
118456,2025-05-16,368.9185
118456,2025-05-19,366.4901
118456,2025-05-20,365.8563
118456,2025-05-21,359.6174
118456,2025-05-22,364.2525
118456,2025-05-23,363.9743
118456,2025-05-26,364.3586
118456,2025-05-27,360.8625
118456,2025-05-28,359.8057
118456,2025-05-29,360.4784
118456,2025-05-30,357.9698
118456,2025-06-02,357.1857
118456,2025-06-03,363.2705
118456,2025-06-04,355.787
118456,2025-06-05,356.7173
118456,2025-06-06,353.4977
118456,2025-06-09,359.3084
118456,2025-06-10,358.6729
118456,2025-06-11,354.3094
118456,2025-06-12,353.5344
118456,2025-06-13,355.1591
118456,2025-06-16,367.1306
118456,2025-06-17,357.9825
118456,2025-06-18,352.9746
118456,2025-06-19,358.6443
118456,2025-06-20,352.2936
118456,2025-06-23,352.4752
118456,2025-06-24,350.5717
118456,2025-06-25,348.0178
118456,2025-06-26,347.4379
118456,2025-06-27,346.1898
118456,2025-06-30,350.7196
118456,2025-07-01,356.4502
118456,2025-07-02,358.4163
118456,2025-07-03,357.5443
118456,2025-07-04,358.7963
118456,2025-07-07,362.4059
118456,2025-07-08,366.9071
118456,2025-07-09,368.6831
118456,2025-07-10,375.5893
118456,2025-07-11,372.9608
118456,2025-07-14,378.2119
118456,2025-07-15,381.56
118456,2025-07-16,378.9196
118456,2025-07-17,380.1292
118456,2025-07-18,381.6562
118456,2025-07-21,381.1584
118456,2025-07-22,380.6114
118456,2025-07-23,373.7992
118456,2025-07-24,370.8569
118456,2025-07-25,369.9445
118456,2025-07-28,367.5506
118456,2025-07-29,363.9236
118456,2025-07-30,368.7031
118456,2025-07-31,368.3908
118456,2025-08-01,378.1166
118456,2025-08-04,379.2785
118456,2025-08-05,384.1644
